public_sku,manufacturer_mpn,manufacturer,category,title,source_class,source_domain,response_status,http_status,content_type,pixel_width,pixel_height,file_size_bytes,duplicate_url_group,near_duplicate_url_group,duplicate_content_group,match_status,match_confidence,rights_status,approved_public_image_count,storefront_image_status,review_status,notes
A102-04M,A102-04M,Tripp Lite by Eaton,Network Cabling & Connectors,13FT Digital Optical Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,188444,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
AVR750UNC,AVR750UNC,Tripp Lite by Eaton,Network Cabling & Connectors,12O 750VA 450W Li Cloud Ups,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,113866,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
B118-008E-UHD-2,B118-008E-UHD-2,Tripp Lite by Eaton,Antennas & RF,8PRT 4K HDMI Splitter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,40770,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
BC600RNC,BC600RNC,Tripp Lite by Eaton,Network Equipment,Cloud-Connected 600 VA/300 W Desktop UPS with 4 AC Outlets,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,78244,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
ISOBAR6 ULTRA,ISOBAR6 ULTRA,Tripp Lite by Eaton,Network Equipment,6 Out Surge With 6FT Cord,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,262087,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
LC1200,LC1200,Tripp Lite by Eaton,Network Equipment,1200W 120V Line Conditioner,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,102425,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
LC2400,LC2400,Tripp Lite by Eaton,Network Equipment,2400W 120V Power Conditioner,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,102573,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N001-025-BK,N001-025-BK,Tripp Lite by Eaton,Network Cabling & Connectors,Cat5e 350MHZ Cable 25 ft,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,213351,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N001-050-BK,N001-050-BK,Tripp Lite by Eaton,Network Cabling & Connectors,Cat5e Patch Cable 50 ft,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,185037,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N032-001,N032-001,Tripp Lite by Eaton,Network Cabling & Connectors,Cat5e RJ45 Inline Couplr,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,216754,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N201-007-BL,N201-007-BL,Tripp Lite by Eaton,Network Cabling & Connectors,"CAT 6 Gigabit Snagless Stranded UTP Ethernet Cable, 7 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,206839,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N201-007-WH,N201-007-WH,Tripp Lite by Eaton,Network Cabling & Connectors,7FT Cat6 Gigabit Snagless,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,173327,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N201-014-BL,N201-014-BL,Tripp Lite by Eaton,Network Cabling & Connectors,"CAT 6 Gigabit Snagless Solid UTP Ethernet Cable, 14 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,186643,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N201-025-BL,N201-025-BL,Tripp Lite by Eaton,Network Cabling & Connectors,"CAT 6 Gigabit Snagless Solid UTP Ethernet Cable, 25 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,175770,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N201-050-BL,N201-050-BL,Tripp Lite by Eaton,Network Cabling & Connectors,"CAT 6 Gigabit Snagless Solid UTP Ethernet Cable, 50 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,180756,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N201-100-BL,N201-100-BL,Tripp Lite by Eaton,Network Cabling & Connectors,"CAT 6 Gigabit Snagless Solid UTP Ethernet Cable, 100 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,180758,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
N201-015-BL,N201-015-BL,Tripp Lite by Eaton,Network Cabling & Connectors,15FT Cat6 Snagless RJ45 Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,105298,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
P131-06N,P131-06N,Tripp Lite by Eaton,"Terminals, Jacks & Wall Plates",Hdmi/vga With Audio Converter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,80027,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
P502-006,P502-006,Tripp Lite by Eaton,Network Cabling & Connectors,Svga Monitor Cable 6F-,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,222693,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
P569-006-MF,P569-006-MF,Tripp Lite by Eaton,Network Cabling & Connectors,4K HDMI Extension Cable With Ethernet,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,251898,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
P570-006-MICRO,P570-006-MICRO,Tripp Lite by Eaton,Network Cabling & Connectors,HDMI To Microhdmi Cable 6FT,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,207703,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
SMART1200XLHG,SMART1200XLHG,Tripp Lite by Eaton,Network Equipment,4O 120V 1KVA 750W Med Ups,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,108367,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
SMART1500LCD,SMART1500LCD,Tripp Lite by Eaton,Network Equipment,1500VA Lcd Ups,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,59459,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
SPIKECUBE,SPIKECUBE,Tripp Lite by Eaton,Network Equipment,1OUT 600J Spikecube Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,78428,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
SUPER7,SUPER7,Tripp Lite by Eaton,Network Equipment,7 Outlet Surge Protector,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,29093,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
SUPER725B,SUPER725B,Tripp Lite by Eaton,Network Equipment,25FT 7OUT 2160J Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,29957,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
SUPER7B,SUPER7B,Tripp Lite by Eaton,Network Equipment,7-OTLT Surge Protector 2160 Joules,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,193829,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
SWIVEL6USB,SWIVEL6USB,Tripp Lite by Eaton,Network Equipment,6OUT Direct Plug Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,117293,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLM609SA,TLM609SA,Tripp Lite by Eaton,Network Equipment,9FT 6O Protect It Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,87985,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLM615SA,TLM615SA,Tripp Lite by Eaton,Network Equipment,15FT 6O Protect It Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,87985,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP1006B,TLP1006B,Tripp Lite by Eaton,Network Equipment,6FT 10OUT 2880J Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,205671,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP1208SAT,TLP1208SAT,Tripp Lite by Eaton,Network Cabling & Connectors,12OUT Protect It Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,158535,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP1208TEL,TLP1208TEL,Tripp Lite by Eaton,Network Equipment,8FT 12OUT 2160J Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,60830,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP128TTUSBB,TLP128TTUSBB,Tripp Lite by Eaton,Network Cabling & Connectors,12OUT 8FT Plastic Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,40475,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP310USBC,TLP310USBC,Tripp Lite by Eaton,Network Equipment,10FT 510J 3OUT Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,105639,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP4BK,TLP4BK,Tripp Lite by Eaton,Network Equipment,4OUT 720J Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,101084,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP604,TLP604,Tripp Lite by Eaton,Network Equipment,6 Out Surge Protector 4FT Cord,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,178609,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP606DMUSB,TLP606DMUSB,Tripp Lite by Eaton,Network Equipment,6-OTLT Surge W/clamps,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,91901,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP610U30CLAMPB,TLP610U30CLAMPB,Tripp Lite by Eaton,Network Equipment,"Protect It Desk Clamp Surge Protector with 6 AC Outlets and 2 USB Ports, 10 ft",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,88134,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP648USBC,TLP648USBC,Tripp Lite by Eaton,Network Equipment,6OUT 8FT Desk Clamp Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,31918,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP6B,TLP6B,Tripp Lite by Eaton,Network Equipment,6 Out Surge Protector 6FT Cord,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,196995,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP74RB,TLP74RB,Tripp Lite by Eaton,Network Equipment,7OUTLT Surge Protectr,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,195852,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP76MSG,TLP76MSG,Tripp Lite by Eaton,Network Equipment,7 Out Surge Protector 6FT Cord,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,187513,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP76MSGB,TLP76MSGB,Tripp Lite by Eaton,Network Equipment,6FT 7OUT 1080J Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,34330,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP808B,TLP808B,Tripp Lite by Eaton,Network Equipment,8FT 8OUT 1440J Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,53460,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP810NET,TLP810NET,Tripp Lite by Eaton,Network Cabling & Connectors,8 Outlet + Phone Lan,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,130811,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP864USBB,TLP864USBB,Tripp Lite by Eaton,Network Equipment,8OUT 6FT Plastic Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,38316,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP88TUSBB,TLP88TUSBB,Tripp Lite by Eaton,Network Equipment,8OUT 8FT Plastic Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,52876,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
U236-000-R,U236-000-R,Tripp Lite by Eaton,Network Cabling & Connectors,USB 2 Ethernet Adapter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,30317,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
U436-06N-GBW,U436-06N-GBW,Tripp Lite by Eaton,Network Cabling & Connectors,USB3.1 GEN1C Ethernet Adapter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,176122,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
DS6101,DS6101,Vtech,Telephone Equipment,Add Handset: VTEDS6151,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,208577,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
DS6151,DS6151,Vtech,Telephone Equipment,DECT 6.0 2-Line Cordless Phone,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,247169,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
FL-1000,FL-1000,Winegard,Antennas & RF,FL-1000 Indoor HD Antenna,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,185057,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
HD8200U,HD8200U,Winegard,Antennas & RF,Hdtv Antenna Deep Fringe,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,94242,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TB-0005,TB-0005,Winegard,Antennas & RF,5FT Swedged Masting,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,65204,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
WM-2040,WM-2040,Winegard,Antennas & RF,4IN Galvanized Wall Mount,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,172640,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
314475,314475,Wilson Electronics,Antennas & RF,75OHM Wdebnd Directional Antna,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,183168,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
