public_sku,manufacturer_mpn,manufacturer,category,title,source_class,source_domain,response_status,http_status,content_type,pixel_width,pixel_height,file_size_bytes,duplicate_url_group,near_duplicate_url_group,duplicate_content_group,match_status,match_confidence,rights_status,approved_public_image_count,storefront_image_status,review_status,notes
82-350,82-350,Labor Saving Devices,Cable Management,Grabbit Ztip Adapter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,179788,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
85-124,85-124,Labor Saving Devices,Cable Management,Wet Noodle & Retriever,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,19792,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
33202,33202,Stanley,Network Equipment,4OUT Surgequad USB Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,93712,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
910-1001,910-1001,Nanuk,"Terminals, Jacks & Wall Plates",910 Case W/foam Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,151984,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
925S-060BK-0A0,925S-060BK-0A0,Nanuk,"Terminals, Jacks & Wall Plates",925 Cam Case W/org Dividr,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,228397,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
963-1001,963-1001,Nanuk,"Terminals, Jacks & Wall Plates",Case 963 With Foam Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,119771,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
965-1001,965-1001,Nanuk,"Terminals, Jacks & Wall Plates",Case 965 With Foam Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,134121,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
PB802105,PB802105,Prime,Network Equipment,1OUT 900J Surge Tap,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,176781,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
PBRUSB346S-A,PBRUSB346S-A,Prime,Network Equipment,6OUT 1200J Surge Tap,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,27683,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
PCBLCO102,PCBLCO102,Pyle,Cable Management,Cable Protector Ramp with Flip-Open Access Lid,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,41072,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
PDWM2145,PDWM2145,Pyle,Antennas & RF,Fixed Freq Wireless Mic System,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,238303,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
PDWM3375,PDWM3375,Pyle,Antennas & RF,2CH Wireless Mic System,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,54148,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
PDWM3400,PDWM3400,Pyle,Antennas & RF,Premier Wireless Mic System,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,117059,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
PDBC70,PDBC70,Pyle,Network Equipment,9O 15A Power Switch Control,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,82090,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
PDWM4120,PDWM4120,Pyle,Antennas & RF,H&o UHF Wireless Mic System,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,108772,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
AMP1450E,AMP1450E,RCA,Antennas & RF,Digi Amp For Indoor Antna,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,103543,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
ANT111E,ANT111E,RCA,Antennas & RF,Indoor Passive Antenna,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,73640,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
ANT1560E1,ANT1560E1,RCA,Antennas & RF,Amplified Indoor Flat Multi-Directional HDTV Antenna,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,199376,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
ANT310E,ANT310E,RCA,Antennas & RF,Amplified Indoor Antna,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,104470,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
ANT705E,ANT705E,RCA,Antennas & RF,Attic/outdoor Hdtv Antenna,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,87624,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
ANT754E,ANT754E,RCA,Antennas & RF,Antenna Outdoor Attic Compa,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,68752,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
DH12HHE,DH12HHE,RCA,Network Cabling & Connectors,12FT Dig Plus HDMI 2 HDMI,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,154601,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
DH24SPE,DH24SPE,RCA,Network Cabling & Connectors,2.4GHZ 2WAY Digital Splitter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,265383,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
DH3HHE,DH3HHE,RCA,Network Cabling & Connectors,3FT HDMI Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,117327,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
DH6HHE,DH6HHE,RCA,Network Cabling & Connectors,6FT Dig Plus HDMI To HDMI,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,115880,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
DV10RV,DV10RV,RCA,Network Cabling & Connectors,6FT Optical Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,120218,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP210WHRV,TP210WHRV,RCA,Telephone Equipment,7FT Mod Phone Cord White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,71996,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP231WHR,TP231WHR,RCA,Telephone Equipment,15FT Phone Line Cord White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,111812,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP243WHR,TP243WHR,RCA,Telephone Equipment,25FT Phone Line Cord White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,192443,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP257WHR,TP257WHR,RCA,"Terminals, Jacks & Wall Plates",Duplex Mod Jack White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,114578,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP265WHR,TP265WHR,RCA,"Terminals, Jacks & Wall Plates",Surf Mount Phone Jack White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,65579,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP280WRV,TP280WRV,RCA,Telephone Equipment,12FT Phone Coil Cord White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,100720,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP282AR,TP282AR,RCA,Telephone Equipment,25FT Phone Coil Cord Ivr,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,240048,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP282BLRV,TP282BLRV,RCA,Telephone Equipment,"Standard Handset Coil Cord, 25 ft, Black",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,220050,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP282WR,TP282WR,RCA,Telephone Equipment,25FT Handset Coil Cord With,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,92642,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TP443WHRV,TP443WHRV,RCA,Telephone Equipment,50FT Mod Phone Cord White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,128650,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TPH530BR,TPH530BR,RCA,Network Cabling & Connectors,7 ft Cat5e Cable Blu,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,175127,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TPH532BR,TPH532BR,RCA,Network Cabling & Connectors,25FT Cat5e 100MHZ Cable Blu,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,198428,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TPH560R1V,TPH560R1V,RCA,Network Cabling & Connectors,CAT5E/6 in Line Coupler With,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,120180,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TPH633R,TPH633R,RCA,Network Cabling & Connectors,50FT Cat 6 Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,171818,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VH125R,VH125R,RCA,Antennas & RF,4IN Antenna Wall Mount Kit,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,118794,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VH47R,VH47R,RCA,Network Cabling & Connectors,Two-way Splitter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,221528,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VH603RV1,VH603RV1,RCA,Network Cabling & Connectors,3FT RG6 Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,156850,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VH606R,VH606R,RCA,Network Cabling & Connectors,6FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,145175,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VH606WHR,VH606WHR,RCA,Network Cabling & Connectors,6FT RG6 Cable White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,148748,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VH612R,VH612R,RCA,Network Cabling & Connectors,12FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,190128,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VH625RV,VH625RV,RCA,Network Cabling & Connectors,25FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,122459,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VH66R1,VH66R1,RCA,Network Cabling & Connectors,Coax Cable Feed Connector,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,226250,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VHB6111R,VHB6111R,RCA,Network Cabling & Connectors,100FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,125020,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VHB655R,VHB655R,RCA,Network Cabling & Connectors,50FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,124199,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VHEXT8E,VHEXT8E,RCA,Network Cabling & Connectors,Coax Extension Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,28699,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
VHFC015E,VHFC015E,RCA,Network Cabling & Connectors,Flat Coax Extnsn Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,12931,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
C380N,C380N,Eco4life,Network Equipment,4O Smart Surge Power Strip W/usb,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,62645,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
84-213,84-213,Stanley,Telecom Tools,Wire Stripper & Cutter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,181076,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
AHD10-04290,AHD10-04290,Vericom,Network Cabling & Connectors,10FT HDMI 30AWG Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,187599,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
AHD30-04293,AHD30-04293,Vericom,Network Cabling & Connectors,30FT HDMI 28AWG Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,187617,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
AHD50-04294,AHD50-04294,Vericom,Network Cabling & Connectors,50FT HDMI 24AWG Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,133893,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
MBW5U-00932,MBW5U-00932,Vericom,Network Cabling & Connectors,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,190279,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
MBW5U-01440,MBW5U-01440,Vericom,Network Cabling & Connectors,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, Black",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,190540,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
MBW5U-01441,MBW5U-01441,Vericom,Network Cabling & Connectors,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, White",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,187183,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
MBW5U-01443,MBW5U-01443,Vericom,Network Cabling & Connectors,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, Yellow",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,185955,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
MBW5U-01554,MBW5U-01554,Vericom,Network Cabling & Connectors,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, Red",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,186345,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
MBW6U-00934,MBW6U-00934,Vericom,Network Cabling & Connectors,"CAT 6 U/UTP Solid Riser CMR Cable, 1,000 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,200439,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
MBW6U-01444,MBW6U-01444,Vericom,Network Cabling & Connectors,"CAT 6 U/UTP Solid Riser CMR Cable, 1,000 ft, White",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,194424,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
MBW6U-01445,MBW6U-01445,Vericom,Network Cabling & Connectors,"CAT 6 U/UTP Solid Riser CMR Cable, 1,000 ft, Yellow",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,194855,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
MKJ6U-01352,MKJ6U-01352,Vericom,Network Cabling & Connectors,Kest Coupler Cat6 Unshld Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,93796,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
WTCXC-03634,WTCXC-03634,Vericom,Telecom Tools,Coax Hex Crimp Tool,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,38633,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
WTCXS-03631,WTCXS-03631,Vericom,Telecom Tools,Universal Coax Strip Tool,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,29110,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
WTRJC-03632,WTRJC-03632,Vericom,Telecom Tools,Modular Crimp/strip Tool,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,40785,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
XHD03-04252,XHD03-04252,Vericom,Network Cabling & Connectors,3FT HDMI Cable With Ethernet Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,103423,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
XHD01-04253,XHD01-04253,Vericom,Network Cabling & Connectors,6FT HDMI Cable With Ethernet Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,94339,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
XHD01-04254,XHD01-04254,Vericom,Network Cabling & Connectors,10FT HDMI Cable With Ethernet Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,137671,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
XHD01-04255,XHD01-04255,Vericom,Network Cabling & Connectors,12FT HDMI Cable With Ethernet Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,124391,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
XHD01-04260,XHD01-04260,Vericom,Network Cabling & Connectors,12FT HDMI Cable With Ethernet White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,95604,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
XRG06-02404,XRG06-02404,Vericom,Network Cabling & Connectors,1000FT RG6 Dual Shield Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,19801,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP1008TELTV,TLP1008TELTV,Tripp Lite by Eaton,Network Cabling & Connectors,10 Outlet Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,203461,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
TLP1208TELTV,TLP1208TELTV,Tripp Lite by Eaton,Network Cabling & Connectors,12OUT Surge With Coax/tel,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,215625,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
A102-02M,A102-02M,Tripp Lite by Eaton,Network Cabling & Connectors,6FT Digital Optical Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,200,image/jpeg,600,600,190958,,,,exact_mpn_catalog_association_visual_review_pending,medium,approved,1,petra_csv_image,approved_by_petra_authorization,Petra authorized display of CSV-supplied product image URLs on telecomstore.net.
